ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
Standard,,76.0,DOHC (Double Over Head Cam),PGM-FI electronic fuel injection,Engine,"Wet, Multi Plate, Mechanical",orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,CDI (Capacitive Discharge Ignition),22000.0,2019-06-23,2019-08-17,Yes,2030.0,,Honda,18.6,8500.0,30.0,7000.0,CBR250R_,SSE-AD-5838181,2088.0,3000,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",220.0,Pro-Link Monoshock damper,104.0,95.0,01/03/2020,784.0,2.0,Forward,,,Electric,NSW,55.0,Mosman,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-abs/SSE-AD-5838181/?Cr=14,4.0,24,165.0,"Silver, 5-spoke",1369.0,720.0,2012,Private
Standard,,76.0,DOHC (Double Over Head Cam),PGM-FI electronic fuel injection,Engine,"Wet, Multi Plate, Mechanical",black,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, Combined ABS",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,CDI (Capacitive Discharge Ignition),12000.0,2019-05-26,2019-09-08,Yes,2030.0,Standard,Honda,18.6,8500.0,30.0,7000.0,CBR250R_,SSE-AD-6085710,4170.0,3000,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, Combined ABS",220.0,Pro-Link Monoshock damper,104.0,95.0,01/01/1970,784.0,2.0,Forward,,,Electric,QLD,55.0,Cannon hill,,,,,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250r-abs/SSE-AD-6085710/?Cr=15,4.0,24,165.0,"Black, 5-spoke",1369.0,720.0,2013,Private
Standard,,76.0,DOHC (Double Over Head Cam),PGM-FI electronic fuel injection,Engine,"Wet, Multi Plate, Mechanical",orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,CDI (Capacitive Discharge Ignition),16500.0,2019-05-22,2019-08-10,Yes,2030.0,,Honda,18.6,8500.0,30.0,7000.0,CBR250R_,SSE-AD-6019485,5086.0,3500,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",220.0,Pro-Link Monoshock damper,104.0,95.0,01/07/2019,784.0,2.0,Forward,,,Electric,SA,55.0,Hampstead gardens,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-abs/SSE-AD-6019485/?Cr=16,4.0,24,165.0,"Silver, 5-spoke",1369.0,720.0,2012,Private
Standard,,76.0,DOHC (Double Over Head Cam),PGM-FI electronic fuel injection,Engine,"Wet, Multi Plate, Mechanical",red,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,CDI (Capacitive Discharge Ignition),17863.0,,2019-07-12,Yes,2030.0,,Honda,18.6,8500.0,30.0,7000.0,CBR250R_,OAG-AD-17240197,0.0,3990,,Double Piston,"Single disc, Hydraulic, Sintered metal pads, ABS",220.0,Pro-Link Monoshock damper,104.0,95.0,01/09/2019,784.0,2.0,Forward,,,Electric,NSW,55.0,none,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-abs/OAG-AD-17240197/?Cr=18,4.0,24,165.0,"Silver, 5-spoke",1369.0,720.0,2012,Dealer
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,"Wet, Multi-disc; Coil springs; Mechanical",blue,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,Diamond; Steel twin spar,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,18711.0,2019-05-30,2019-07-12,Yes,2030.0,,Honda,19.42,8500.0,30.0,7000.0,CBR250R_SE_Moriwaki,SSE-AD-6019688,2065.0,2800,25.0,Single Piston,Single disc; Hydraulic; Sintered metal pads,220.0,Pro-Link; Single shock absorber,104.0,95.0,01/07/2020,784.0,2.0,Forward,,,Electric,NSW,55.0,Crows nest,,38.0,,95.0,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250r-se-moriwaki/SSE-AD-6019688/?Cr=0,4.0,24,161.0,Black,1369.0,720.0,2013,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,"Wet, Multi-disc; Coil springs; Mechanical",black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,Diamond; Steel twin spar,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,10000.0,2019-06-07,2019-07-12,Yes,2030.0,,Honda,19.42,8500.0,30.0,7000.0,CBR250R_SE_Mugen,SSE-AD-6054766,4211.0,3000,25.0,Single Piston,Single disc; Hydraulic; Sintered metal pads,220.0,Pro-Link; Single shock absorber,104.0,95.0,01/05/2020,784.0,2.0,Forward,,,Electric,QLD,55.0,Nerang,,38.0,,95.0,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250r-se-mugen/SSE-AD-6054766/?Cr=0,4.0,24,161.0,Black,1369.0,720.0,2013,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,"Wet, Multi-disc; Coil springs; Mechanical",black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,Diamond; Steel twin spar,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,12900.0,2019-06-08,2019-07-12,Yes,2030.0,,Honda,19.42,8500.0,30.0,7000.0,CBR250R_SE_Mugen,SSE-AD-6010108,2763.0,3500,25.0,Single Piston,Single disc; Hydraulic; Sintered metal pads,220.0,Pro-Link; Single shock absorber,104.0,95.0,01/06/2020,784.0,2.0,Forward,,,Electric,NSW,55.0,Quakers hill,,38.0,,95.0,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250r-se-mugen/SSE-AD-6010108/?Cr=2,4.0,24,161.0,Black,1369.0,720.0,2013,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,31000.0,2019-07-01,2019-07-12,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,SSE-AD-6115108,4306.0,2550,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/01/1970,784.0,2.0,Forward,,,Electric,QLD,55.0,Karalee,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-se-repsol-my13/SSE-AD-6115108/?Cr=0,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,3578.0,2019-06-02,2019-07-01,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,SSE-AD-6086781,3941.0,2750,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/01/1970,784.0,2.0,Forward,,,Electric,VIC,55.0,St andrews beach,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-se-repsol-my13/SSE-AD-6086781/?Cr=1,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,4600.0,2019-05-23,2019-09-08,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,SSE-AD-6008885,6169.0,3300,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/08/2019,784.0,2.0,Forward,,,Electric,WA,55.0,Shoalwater,,,,,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250r-se-repsol/SSE-AD-6008885/?Cr=2,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2013,Private
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,5495.0,,2019-09-08,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,OAG-AD-17159301,0.0,3795,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/10/2019,784.0,2.0,Forward,,,Electric,VIC,55.0,none,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-se-repsol-my13/OAG-AD-17159301/?Cr=3,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Dealer
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,blue,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,30536.0,,2019-09-08,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,OAG-AD-17274051,0.0,3990,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/04/2020,784.0,2.0,Forward,,,Electric,NSW,55.0,none,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-se-repsol-my13/OAG-AD-17274051/?Cr=4,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Dealer
No,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,,orange,10.0,Liquid,THAILAND,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",296.0,37mm Telescopic fork,118.0,13.0,,6.0,Manual,145.0,1127.0,,5400.0,2019-05-07,2019-09-08,Yes,2030.0,,Honda,,,,,CBR250R_SE_Repsol,SSE-AD-6066065,3021.0,4000,,Double Piston,"Single disc, Hydraulic; Sintered metal pads",220.0,"Pro-link, Monoshock",104.0,95.0,01/05/2019,784.0,2.0,Forward,,,Electric,VIC,55.0,St albans,,,,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250r-se-repsol-my13/SSE-AD-6066065/?Cr=5,4.0,24,161.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Private
Standard,,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,"Wet, Multi-disc; Coil springs; Mechanical",black,10.0,Liquid,JAPAN,1.0,Chain - O'Ring,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm telescopic fork,118.0,13.0,Left foot lever,6.0,Manual,145.0,1127.0,,37137.0,2019-05-30,2019-07-12,Yes,2030.0,Standard,Honda,19.42,8500.0,30.0,7000.0,CBR250RA_SE_Mugen,SSE-AD-5505086,3172.0,3000,25.0,Single Piston,Single disc; Hydraulic; Sintered metal pads; ABS,220.0,Pro-Link; Single shock absorber,104.0,95.0,01/04/2019,784.0,2.0,Forward,Yes,,Electric,VIC,55.0,Springvale south,Dual Sided,38.0,No,95.0,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250ra-abs-se-mugen/SSE-AD-5505086/?Cr=0,4.0,24,165.0,Black,1369.0,720.0,2013,Private
Standard,,76.0,Desmodromic,PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,JAPAN,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,,Double Piston,"Single disc, Hydraulic; Sintered metal pads; ABS",296.0,37mm telescopic fork,118.0,13.0,Left foot lever,6.0,Manual,145.0,1127.0,,15000.0,2019-07-01,2019-07-12,Yes,2030.0,No,Honda,,,,,CBR250RA_SE_Repsol,SSE-AD-6172748,2196.0,2990,,Double Piston,"Single disc, Hydraulic; Sintered metal pads; ABS",220.0,"Pro-link, Monoshock",104.0,95.0,01/12/2019,784.0,2.0,Forward,Yes,,Electric,NSW,55.0,Roselands,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2012-honda-cbr250ra-abs-se-repsol-my13/SSE-AD-6172748/?Cr=0,4.0,24,165.0,Repsol Orange; 5-spoke,1369.0,720.0,2012,Private
Standard,,76.0,Desmodromic,PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,JAPAN,1.0,Chain,,Vertical,250.0,Piston,12.0,1 into 1,2019-07-01,Steel,Double Piston,"Single disc, Hydraulic; Sintered metal pads; ABS",296.0,37mm telescopic fork,118.0,13.0,Left foot lever,6.0,Manual,145.0,1127.0,,20000.0,2019-05-30,2019-07-12,Yes,2030.0,No,Honda,,,,,CBR250RA_SE_Repsol,SSE-AD-6097887,2750.0,3000,,Double Piston,"Single disc, Hydraulic; Sintered metal pads; ABS",220.0,"Pro-link, Monoshock",104.0,95.0,01/09/2019,784.0,2.0,Forward,Yes,,Electric,NSW,55.0,Jamisontown,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/2013-honda-cbr250ra-abs-se-repsol/SSE-AD-6097887/?Cr=1,4.0,24,165.0,Repsol Orange; 5-spoke,1369.0,720.0,2013,Private
No,,48.5,DOHC (Double Over Head Cam),Keihin VP20,Engine,"Wet, Multi-disc; Coil springs",silver,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,142.0,Inline,250.0,Piston,12.0,,2019-07-01,,Double Piston,Twin disc; Hydraulic,275.0,37mm conventional telescopic fork,,13.0,Left foot lever,6.0,Manual,130.0,1080.0,CDI (Capacitive Discharge Ignition),99672.0,,2019-07-01,Yes,1975.0,No,Honda,33.6,15000.0,30.0,12000.0,CBR250RR,OAG-AD-17333495,0.0,1999,24.0,Single Piston,Single disc; Hydraulic,220.0,Swingarm; Monoshock,,91.0,01/01/2020,725.0,2.0,Forward,Yes,,Electric,NSW,33.8,none,Dual Sided,20.0,No,89.0,https://www.bikesales.com.au/bikes/details/1996-honda-cbr250rr/OAG-AD-17333495/?Cr=0,4.0,0,157.0,Black; Multi-spoke,1345.0,675.0,1996,Dealer
No,,48.5,DOHC (Double Over Head Cam),Keihin VP20,Engine,"Wet, Multi-disc; Coil springs",blue,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,142.0,Inline,250.0,Piston,12.0,,2019-07-01,,Double Piston,Twin disc; Hydraulic,275.0,37mm conventional telescopic fork,,13.0,Left foot lever,6.0,Manual,130.0,1080.0,CDI (Capacitive Discharge Ignition),47523.0,2019-06-12,2019-07-12,Yes,1975.0,No,Honda,33.6,15000.0,30.0,12000.0,CBR250RR,SSE-AD-6071229,3350.0,2000,24.0,Single Piston,Single disc; Hydraulic,220.0,Swingarm; Monoshock,,91.0,01/01/1970,725.0,2.0,Forward,Yes,,Electric,VIC,33.8,Alfredton,Dual Sided,20.0,No,89.0,https://www.bikesales.com.au/bikes/details/1999-honda-cbr250rr/SSE-AD-6071229/?Cr=1,4.0,0,157.0,Black; Multi-spoke,1345.0,675.0,1999,Private
No,,,DOHC (Double Over Head Cam),,Engine,,grey,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,Twin disc,,Telescopic fork,,,Left foot lever,6.0,Manual,,,,84000.0,2019-06-21,2019-07-12,Yes,,No,Honda,,,,,CBR250RR,SSE-AD-5953935,4304.0,2250,,,Single disc,,,,91.0,01/09/2019,,1.0,Forward,Standard,,,QLD,,Booval,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/1990-honda-cbr250rr/SSE-AD-5953935/?Cr=2,,24,,,,,1990,Private
No,,,DOHC (Double Over Head Cam),,Engine,,white,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,Twin disc,,Telescopic fork,,,Left foot lever,6.0,Manual,,,,65000.0,2019-06-13,2019-07-12,Yes,,No,Honda,,,,,CBR250RR,SSE-AD-6141963,4505.0,2500,,,Single disc,,,,91.0,01/01/1970,,1.0,Forward,Standard,,,QLD,,Burpengary,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/1991-honda-cbr250rr/SSE-AD-6141963/?Cr=3,,24,,,,,1991,Private
No,,48.5,DOHC (Double Over Head Cam),Keihin VP20,Engine,"Wet, Multi-disc; Coil springs",green,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,142.0,Inline,250.0,Piston,12.0,,2019-07-01,,Double Piston,Twin disc; Hydraulic,275.0,37mm conventional telescopic fork,,13.0,Left foot lever,6.0,Manual,130.0,1080.0,CDI (Capacitive Discharge Ignition),71000.0,2019-06-28,2019-07-01,Yes,1975.0,No,Honda,33.6,15000.0,30.0,12000.0,CBR250RR,SSE-AD-5837530,3060.0,2800,24.0,Single Piston,Single disc; Hydraulic,220.0,Swingarm; Monoshock,,91.0,01/09/2019,725.0,2.0,Forward,Yes,,Electric,VIC,33.8,Fawkner,Dual Sided,20.0,No,89.0,https://www.bikesales.com.au/bikes/details/1999-honda-cbr250rr/SSE-AD-5837530/?Cr=4,4.0,0,157.0,Black; Multi-spoke,1345.0,675.0,1999,Private
No,,,DOHC (Double Over Head Cam),,Engine,,yellow,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,Twin disc,,Telescopic fork,,,Left foot lever,6.0,Manual,,,,58200.0,2019-05-30,2019-07-12,Yes,,No,Honda,,,,,CBR250RR,SSE-AD-6096894,2040.0,2800,,,Single disc,,,,91.0,01/10/2019,,1.0,Forward,Standard,,,NSW,,Leichhardt,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/1990-honda-cbr250rr/SSE-AD-6096894/?Cr=5,,24,,,,,1990,Private
No,,,DOHC (Double Over Head Cam),,Engine,,red,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,Twin disc,,Telescopic fork,,,Left foot lever,6.0,Manual,,,,29000.0,2019-05-21,2019-09-08,Yes,,No,Honda,,,,,CBR250RR,SSE-AD-6100608,4109.0,2999,,,Single disc,,,,91.0,01/01/2020,,1.0,Forward,Standard,,,QLD,,Sunnybank,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/1990-honda-cbr250rr/SSE-AD-6100608/?Cr=6,,24,,,,,1990,Private
No,,48.5,DOHC (Double Over Head Cam),Keihin VP20,Engine,"Wet, Multi-disc; Coil springs",black,11.0,Liquid,JAPAN,4.0,Chain - O'Ring,142.0,Inline,250.0,Piston,12.0,,2019-07-01,,Double Piston,Twin disc; Hydraulic,275.0,37mm conventional telescopic fork,,13.0,Left foot lever,6.0,Manual,130.0,1080.0,CDI (Capacitive Discharge Ignition),86749.0,2019-06-18,2019-07-09,Yes,1975.0,No,Honda,33.6,15000.0,30.0,12000.0,CBR250RR,SSE-AD-6151073,4350.0,2999,24.0,Single Piston,Single disc; Hydraulic,220.0,Swingarm; Monoshock,,91.0,01/11/2019,725.0,2.0,Forward,Yes,,Electric,QLD,33.8,Centenary heights,Dual Sided,20.0,No,89.0,https://www.bikesales.com.au/bikes/details/1995-honda-cbr250rr/SSE-AD-6151073/?Cr=7,4.0,0,157.0,Black; Multi-spoke,1345.0,675.0,1995,Private
No,,,DOHC (Double Over Head Cam),,Engine,,red,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,,,,,,,6.0,Manual,,,,33000.0,2019-06-08,2019-09-08,Yes,,,Honda,,,,,CBR250RR,SSE-AD-6132030,4121.0,3000,,,,,,,91.0,01/01/1970,,,Forward,,,,QLD,,Holland park,,,,,https://www.bikesales.com.au/bikes/details/1988-honda-cbr250rr/SSE-AD-6132030/?Cr=8,,24,,,,,1988,Private
No,,,DOHC (Double Over Head Cam),,Engine,,black,,,JAPAN,4.0,Chain,,Inline,250.0,Piston,12.0,,2019-07-01,,,Twin disc,,Telescopic fork,,,Left foot lever,6.0,Manual,,,,46700.0,2019-06-14,2019-09-08,Yes,,No,Honda,,,,,CBR250RR,SSE-AD-5904594,2519.0,4500,,,Single disc,,,,91.0,01/12/2019,,1.0,Forward,Standard,,,NSW,,Fairy meadow,Dual Sided,,No,,https://www.bikesales.com.au/bikes/details/1991-honda-cbr250rr/SSE-AD-5904594/?Cr=9,,24,,,,,1991,Private
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,28515.0,,2019-08-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17316831,0.0,3490,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/09/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/OAG-AD-17316831/?Cr=0,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,12447.0,,2019-07-09,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17280540,0.0,3490,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/10/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-my15/OAG-AD-17280540/?Cr=1,4.0,24,164.0,Black; 7-spoke,1380.0,720.0,2014,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,7499.0,,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17194958,0.0,3690,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/05/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-my15/OAG-AD-17194958/?Cr=3,4.0,24,164.0,Black; 7-spoke,1380.0,720.0,2014,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,25288.0,,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-16740843,0.0,3790,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/03/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r/OAG-AD-16740843/?Cr=4,4.0,24,164.0,Black; 7-spoke,1380.0,720.0,2015,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,250.0,,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17251253,0.0,3990,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/1970,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-my15/OAG-AD-17251253/?Cr=5,4.0,24,164.0,Black; 7-spoke,1380.0,720.0,2014,Dealer
